Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,26,F,1,Unknown,Single,Less than $40K,Blue,36,4,3,3,2557,1990,567,0.575,2266,57,0.357,0.778
Attrited Customer,35,F,0,Graduate,Single,Less than $40K,Blue,25,5,3,4,2300,0,2300,0.877,1485,34,0.478,0
Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,26,3,1,1,3540,1173,2367,1.106,1912,45,0.667,0.331
Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,53,5,2,0,3396,802,2594,0.548,1418,36,0.5,0.236
Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,4712,955,3757,0.855,2568,62,0.59,0.203
Existing Customer,41,M,3,Post-Graduate,Married,$60K - $80K,Blue,34,4,2,2,2624,1319,1305,0.768,4189,74,0.609,0.503
Existing Customer,57,F,4,High School,Married,Less than $40K,Blue,47,5,3,4,3191,2517,674,0.719,1501,35,0.591,0.789
Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,36,5,2,4,2602,1490,1112,0.66,3151,78,0.66,0.573
Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,51,4,3,1,2041,1885,156,0.587,2118,48,0.778,0.924
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,45,3,3,3,2548,1683,865,0.75,2055,54,0.636,0.661
Existing Customer,57,M,2,Graduate,Married,$120K +,Blue,49,6,3,1,4698,984,3714,0.373,1865,35,0.458,0.209
Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,31,5,2,4,2222,1551,671,0.932,3302,65,0.585,0.698
Existing Customer,29,M,0,Graduate,Married,Less than $40K,Blue,19,6,2,4,2827,1430,1397,0.885,1608,30,1.308,0.506
Existing Customer,37,F,4,Graduate,Married,Less than $40K,Blue,28,4,3,1,1825,1389,436,1.595,2878,54,0.636,0.761
Attrited Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,4,4267,0,4267,0.862,1067,23,0.769,0
Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273,2517,756,1.465,2726,57,0.727,0.769
Existing Customer,57,F,3,Unknown,Single,Unknown,Blue,40,3,3,1,2111,966,1145,0.923,3871,87,0.706,0.458
Existing Customer,63,F,1,Unknown,Married,$40K - $60K,Blue,49,3,1,3,3141,1819,1322,0.497,1539,35,0.522,0.579
Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,26,3,1,4,2731,1573,1158,0.943,1813,38,0.727,0.576
Existing Customer,39,F,4,Unknown,Married,Less than $40K,Blue,31,6,1,4,2890,0,2890,0.545,2040,36,0.44,0
Existing Customer,59,M,0,Unknown,Married,$60K - $80K,Blue,36,6,4,5,4230,1366,2864,0.63,1480,35,0.458,0.323
Existing Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,22,4,3,4,2997,1969,1028,1.235,2807,60,0.714,0.657
Existing Customer,41,M,2,College,Single,$80K - $120K,Blue,35,6,3,3,2647,620,2027,0.664,2262,47,0.424,0.234
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,47,3,1,2,4580,1300,3280,0.519,1694,34,0.7,0.284
Existing Customer,28,M,0,Post-Graduate,Married,Unknown,Blue,13,4,1,2,2608,1630,978,0.521,1822,33,0.32,0.625
Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,19,5,3,1,3156,2095,1061,1.281,2739,56,0.75,0.664
Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,21,5,1,2,3230,2517,713,0.677,1914,31,0.348,0.779
Existing Customer,31,M,0,Uneducated,Divorced,$40K - $60K,Blue,21,6,2,2,2621,1461,1160,0.775,2718,71,0.775,0.557
Existing Customer,49,M,2,Unknown,Single,$80K - $120K,Blue,43,3,3,5,4939,1190,3749,0.557,3764,64,0.524,0.241
Existing Customer,50,F,3,College,Single,Less than $40K,Blue,32,5,3,4,4419,1218,3201,0.879,4535,75,0.562,0.276
Existing Customer,63,F,1,High School,Married,Less than $40K,Blue,56,6,1,3,3055,1685,1370,0.541,1405,40,0.481,0.552
Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,36,4,2,3,4666,1275,3391,0.397,1281,28,0.75,0.273
Existing Customer,48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894,1505,3389,0.78,3277,67,0.558,0.308
Existing Customer,30,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,3,2,2132,797,1335,0.779,3265,74,0.574,0.374
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,3176,1470,1706,0.388,1634,53,0.472,0.463
Existing Customer,37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288,2349,1939,0.718,2591,57,0.541,0.548
Existing Customer,37,M,1,Graduate,Married,$40K - $60K,Blue,17,3,1,4,3350,0,3350,1.316,2849,61,0.694,0
Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,26,4,3,2,4008,1841,2167,1.504,2794,58,1.148,0.459
Existing Customer,49,F,2,High School,Unknown,$40K - $60K,Blue,38,4,1,2,2497,1674,823,0.701,2922,53,0.963,0.67
Existing Customer,58,M,1,Unknown,Married,$60K - $80K,Blue,36,3,1,3,2347,2163,184,0.615,1631,40,0.29,0.922
Existing Customer,58,F,2,Unknown,Married,Less than $40K,Blue,43,6,2,2,3034,2517,517,0.63,1617,29,1.417,0.83
Existing Customer,41,M,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,2683,1738,945,0.745,2274,52,0.733,0.648
Existing Customer,53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267,1469,798,0.716,3709,64,0.684,0.648
Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,36,6,2,4,2556,2260,296,0.487,1401,30,0.579,0.884
Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,23,3,3,4,3073,526,2547,0.702,1944,55,0.618,0.171
Attrited Customer,46,M,3,College,Single,$80K - $120K,Blue,39,1,4,3,4026,243,3783,0.738,1102,27,0.8,0.06
Existing Customer,37,M,1,High School,Single,$40K - $60K,Blue,25,3,2,3,2608,1799,809,0.732,2565,72,0.636,0.69
Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,36,4,1,4,3552,2517,1035,0.465,1342,26,1,0.709
Existing Customer,65,F,1,Graduate,Single,Less than $40K,Blue,56,6,2,2,4613,1619,2994,0.697,2328,62,0.722,0.351
Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657,1611,1046,0.599,2349,41,0.464,0.606
Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,44,4,2,3,5031,1327,3704,0.553,1433,34,0.889,0.264
Existing Customer,26,F,0,Unknown,Single,$40K - $60K,Blue,16,6,2,4,1612,835,777,0.588,2148,40,0.379,0.518
Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423,1773,650,0.574,2038,64,0.362,0.732
Existing Customer,62,F,0,Doctorate,Married,$40K - $60K,Blue,51,3,3,2,3377,948,2429,0.461,1407,44,0.467,0.281
Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295,0,2295,0.699,3292,62,0.824,0
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,41,3,3,2,3150,1543,1607,0.998,3432,71,0.972,0.49
Existing Customer,58,M,1,High School,Married,$40K - $60K,Blue,36,3,2,5,2165,1135,1030,0.707,1541,33,0.833,0.524
Existing Customer,47,M,2,Graduate,Unknown,$60K - $80K,Blue,34,3,2,4,4249,1562,2687,0.773,1881,49,0.815,0.368
Existing Customer,50,M,2,Unknown,Divorced,$60K - $80K,Blue,41,6,1,3,2966,1433,1533,0.49,1986,50,0.613,0.483
Existing Customer,53,M,1,Graduate,Married,$120K +,Blue,41,6,3,2,1612,744,868,0.636,1564,33,0.5,0.462
Existing Customer,43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800,2517,283,0.816,1994,41,0.64,0.899
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032,2215,817,0.408,1387,30,0.579,0.731
Existing Customer,52,F,1,Uneducated,Married,$40K - $60K,Blue,47,6,3,3,2151,1338,813,0.926,3446,58,1,0.622
Existing Customer,53,M,2,College,Married,$40K - $60K,Blue,33,3,3,1,4065,2180,1885,0.321,1271,36,0.2,0.536
Existing Customer,55,F,0,Graduate,Single,$40K - $60K,Blue,35,5,1,3,3735,1978,1757,0.675,1749,41,0.577,0.53
Existing Customer,36,M,2,College,Married,$40K - $60K,Blue,36,4,3,1,3877,1495,2382,0.783,1942,42,0.75,0.386
Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,27,4,3,0,3280,1806,1474,0.963,2534,78,0.95,0.551
Existing Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,3,4,2186,1185,1001,0.998,2614,67,0.861,0.542
Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,43,6,2,3,2306,2200,106,0.697,2097,57,0.541,0.954
Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,14,4,3,1,2897,1398,1499,0.907,2698,73,0.872,0.483
Existing Customer,36,F,2,Uneducated,Single,$40K - $60K,Blue,26,3,2,4,3131,2379,752,0.748,2315,63,0.853,0.76
Existing Customer,34,F,3,College,Divorced,Less than $40K,Blue,27,3,3,2,4274,2517,1757,0.666,2257,54,0.8,0.589
Existing Customer,55,M,0,Doctorate,Married,$60K - $80K,Blue,36,4,6,4,4980,906,4074,0.721,2273,66,0.886,0.182
Existing Customer,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156,2155,1001,0.438,1376,44,0.571,0.683
Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,43,5,1,5,5188,753,4435,0.591,1540,30,0.429,0.145
Existing Customer,62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591,0,2591,0.601,2123,56,0.697,0
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2800,1834,966,0.615,1571,36,0.636,0.655
Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,41,3,2,4,4658,588,4070,0.856,1351,30,1.5,0.126
Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206,0,3206,1.065,3253,72,0.532,0
Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938,1995,943,0.514,1352,30,0.429,0.679
Existing Customer,55,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111,1209,902,0.594,2803,61,0.605,0.573
Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791,2160,631,0.825,2214,56,0.6,0.774
Existing Customer,30,M,2,Post-Graduate,Single,$40K - $60K,Blue,16,5,3,5,4533,1977,2556,0.664,2679,69,0.605,0.436
Existing Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,0,1854,1528,326,0.444,1307,39,0.393,0.824
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481,1287,1194,0.465,1825,51,0.821,0.519
Existing Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100,1970,3130,0.371,1032,26,0.368,0.386
Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240,1451,3789,1.198,2172,38,0.81,0.277
Existing Customer,53,M,3,High School,Married,$120K +,Blue,40,6,2,5,4182,741,3441,0.885,1297,24,1.182,0.177
Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575,592,983,0.236,644,15,0.154,0.376
Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801,2403,398,0.884,1526,44,1,0.858
Existing Customer,50,M,2,Uneducated,Single,Less than $40K,Blue,40,4,3,5,2419,2380,39,0.695,4099,73,0.659,0.984
Existing Customer,33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156,1427,3729,0.48,2057,54,0.421,0.277
Attrited Customer,54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032,0,3032,0.949,1037,14,2.5,0
Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014,794,2220,0.5,1488,30,0.579,0.263
Existing Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555,1701,854,1.492,3127,45,1.25,0.666
Existing Customer,64,M,0,High School,Married,Less than $40K,Blue,54,4,3,2,2140,1361,779,0.46,1280,34,1,0.636
Existing Customer,62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760,0,4760,0.564,1459,20,0.538,0
Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655,1527,1128,0.715,1921,26,0.444,0.575
Existing Customer,35,F,3,Unknown,Single,Less than $40K,Blue,17,6,1,1,2956,1823,1133,0.969,2144,58,0.812,0.617
Existing Customer,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598,1645,953,0.765,2483,59,0.903,0.633
Existing Customer,37,F,1,Uneducated,Married,Less than $40K,Blue,29,5,3,0,4671,1933,2738,0.986,2468,58,0.706,0.414
Existing Customer,59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300,1965,335,0.596,1693,27,0.688,0.854
Existing Customer,47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797,1802,995,0.675,3525,63,0.75,0.644
Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,2657,2115,542,0.688,3580,77,0.711,0.796
Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,2629,1476,1153,0.537,1725,41,0.414,0.561
Existing Customer,37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176,0,3176,0.652,2298,67,0.457,0
Existing Customer,60,M,2,High School,Married,Unknown,Blue,41,5,2,4,3007,1664,1343,0.34,1475,31,0.632,0.553
Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863,2517,346,0.583,1458,39,0.696,0.879
Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,36,6,2,2,4204,499,3705,0.635,4740,67,0.523,0.119
Existing Customer,37,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,3,2,2281,1677,604,1.027,2735,58,1.071,0.735
Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,40,4,1,3,5265,0,5265,0.524,3281,68,0.744,0
Existing Customer,52,M,0,Unknown,Married,$60K - $80K,Blue,46,3,2,4,2742,2184,558,0.592,3829,72,0.532,0.796
Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,2,3,3890,2286,1604,0.633,1889,51,0.457,0.588
Existing Customer,53,M,4,High School,Married,$120K +,Blue,41,6,3,4,3401,1713,1688,0.773,1924,54,0.317,0.504
Existing Customer,58,F,3,Unknown,Single,$40K - $60K,Blue,52,4,1,1,1454,888,566,1.19,3060,56,0.647,0.611
Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147,1602,1545,0.569,1558,23,0.643,0.509
Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,18,6,2,5,5110,1942,3168,0.749,3028,76,0.583,0.38
Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030,2326,2704,0.856,3345,69,1.3,0.462
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585,1535,50,0.462,2299,49,0.485,0.968
Existing Customer,54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251,1919,1332,0.56,1406,31,0.24,0.59
Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858,1251,1607,0.576,2844,73,0.622,0.438
Existing Customer,36,F,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687,1655,2032,0.742,2448,63,0.5,0.449
Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840,2517,2323,0.445,1637,22,1,0.52
Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909,1753,156,0.788,1457,24,0.6,0.918
Existing Customer,27,F,2,College,Divorced,Less than $40K,Blue,14,4,3,3,2549,2130,419,0.693,2605,61,0.794,0.836
Existing Customer,59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182,1558,624,0.457,1660,34,0.789,0.714
Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689,2101,588,0.416,1188,35,0.75,0.781
Existing Customer,56,F,0,High School,Married,Unknown,Blue,48,4,1,2,4203,1965,2238,0.441,1425,32,0.778,0.468
Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318,927,2391,0.934,3011,83,0.804,0.279
Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408,1463,2945,0.728,2001,49,0.485,0.332
Existing Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838,1338,3500,0.707,2641,67,0.595,0.277
Existing Customer,27,M,0,Unknown,Married,$40K - $60K,Blue,14,4,1,4,3823,2130,1693,0.371,2026,49,0.441,0.557
Existing Customer,48,F,5,College,Divorced,$40K - $60K,Blue,40,3,1,1,4365,0,4365,0.598,3542,57,1.111,0
Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,47,6,3,4,2248,0,2248,0.735,4439,77,0.54,0
Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901,1176,725,0.612,2450,52,0.857,0.619
Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872,1167,705,0.517,2238,45,0.607,0.623
Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055,0,2055,1.064,3656,63,0.75,0
Existing Customer,59,M,0,Uneducated,Married,Less than $40K,Blue,46,6,1,2,3939,2517,1422,0.376,1489,34,0.545,0.639
Existing Customer,53,F,2,Post-Graduate,Married,$40K - $60K,Blue,40,5,1,4,2127,1995,132,0.374,1363,37,0.37,0.938
Existing Customer,33,F,1,Post-Graduate,Married,Less than $40K,Blue,15,6,2,0,1741,1328,413,0.69,2629,61,0.649,0.763
Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,6,3,1,2621,1858,763,0.987,2148,47,1.043,0.709
Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228,1443,3785,0.934,2683,62,0.938,0.276
Existing Customer,62,F,0,Unknown,Married,Less than $40K,Blue,55,3,1,0,2064,1282,782,0.455,1475,27,0.929,0.621
Existing Customer,30,F,1,College,Single,Less than $40K,Blue,24,4,3,0,3450,2517,933,0.652,2545,64,0.778,0.73
Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,45,5,3,3,2151,1163,988,0.849,2513,62,0.59,0.541
Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,3,2,4852,2016,2836,0.576,3561,73,0.622,0.415
Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436,1650,1786,0.788,1972,37,0.947,0.48
Existing Customer,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176,1510,1666,0.885,2074,48,0.92,0.475
Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,34,5,1,0,3402,1813,1589,0.653,1767,28,0.647,0.533
Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,6,1,1,2689,2077,612,0.378,1356,33,0.435,0.772
Existing Customer,54,M,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1556,1278,278,0.46,1615,35,0.591,0.821
Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K,Blue,22,4,1,3,2965,1635,1330,0.7,2553,59,0.553,0.551
Existing Customer,58,F,1,College,Married,Less than $40K,Blue,49,3,3,2,3846,1285,2561,0.608,1815,47,0.621,0.334
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,28,4,2,1,2944,753,2191,0.707,3457,61,0.848,0.256
Existing Customer,35,F,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494,1316,1178,1.486,2946,57,1.036,0.528
Existing Customer,40,F,4,College,Married,$40K - $60K,Blue,24,5,3,2,2606,1818,788,0.703,1999,50,1.174,0.698
Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,36,6,2,2,3101,1257,1844,0.416,1681,32,0.524,0.405
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,5,3,2,2361,1342,1019,0.6,4316,78,0.529,0.568
Existing Customer,40,M,4,High School,Single,$40K - $60K,Blue,32,6,4,2,2441,1656,785,0.762,3903,62,0.824,0.678
Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Blue,17,4,3,1,2900,2029,871,0.846,2631,72,0.6,0.7
Existing Customer,44,F,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,4513,1950,2563,0.83,3164,62,0.59,0.432
Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,1676,1372,304,0.522,4381,77,0.571,0.819
Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,50,6,6,4,2802,1977,825,0.431,1757,33,0.833,0.706
Existing Customer,30,F,0,Graduate,Single,Less than $40K,Blue,17,3,2,1,4868,1090,3778,0.679,2907,69,0.816,0.224
Existing Customer,32,M,2,High School,Divorced,$60K - $80K,Blue,26,6,1,4,2239,1338,901,0.567,2466,60,0.579,0.598
Existing Customer,32,F,1,Graduate,Single,Less than $40K,Blue,28,6,3,3,2428,1027,1401,0.824,3007,84,0.867,0.423
Attrited Customer,52,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,2143,0,2143,0.853,1353,36,0.333,0
Existing Customer,33,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,5,2,3,1864,1081,783,1.416,2607,44,1.75,0.58
Existing Customer,36,F,4,High School,Married,Less than $40K,Blue,36,4,1,3,4277,1578,2699,0.84,1855,49,1.042,0.369
Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,41,5,3,2,2771,1446,1325,0.686,1706,27,0.227,0.522
Existing Customer,28,M,1,High School,Divorced,Less than $40K,Blue,36,5,3,4,2265,1935,330,0.653,2306,61,0.525,0.854
Existing Customer,31,F,2,Uneducated,Divorced,Less than $40K,Blue,19,6,2,0,2853,1961,892,0.866,2697,68,0.789,0.687
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,5,3075,2517,558,0.922,3534,53,0.71,0.819
Existing Customer,55,M,3,Graduate,Single,$40K - $60K,Blue,35,4,1,4,3065,0,3065,0.716,3524,69,0.605,0
Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,37,6,2,5,2403,0,2403,0.727,3393,64,0.882,0
Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,32,4,3,2,2821,951,1870,0.577,1452,38,1.923,0.337
Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,43,4,3,3,2706,2517,189,0.506,1682,39,0.625,0.93
Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,43,6,1,4,2999,1958,1041,0.611,2073,48,0.714,0.653
Existing Customer,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226,1607,619,0.656,2660,62,1,0.722
Existing Customer,37,M,5,Graduate,Married,$60K - $80K,Blue,31,5,3,4,3351,1847,1504,0.67,1910,43,0.593,0.551
Existing Customer,64,F,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174,1397,777,0.62,1755,39,0.5,0.643
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,4,2413,2015,398,0.47,1398,24,0.714,0.835
Existing Customer,30,M,0,High School,Married,Less than $40K,Blue,21,5,4,3,2490,1259,1231,1.079,2441,53,0.514,0.506
Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36,3,2,1,2758,2168,590,1.046,3073,86,0.792,0.786
Existing Customer,53,F,3,Uneducated,Married,Unknown,Blue,36,6,2,2,2447,1558,889,0.511,1716,38,0.462,0.637
Existing Customer,37,F,4,High School,Divorced,$40K - $60K,Blue,22,5,1,3,2563,1638,925,0.681,2064,46,0.917,0.639
Existing Customer,29,F,0,High School,Single,Less than $40K,Blue,13,6,3,5,5240,1608,3632,1.243,2712,64,0.778,0.307
Existing Customer,49,F,2,Doctorate,Married,Less than $40K,Blue,44,4,3,0,3397,1962,1435,0.483,3295,66,0.61,0.578
Existing Customer,47,M,3,Doctorate,Single,Less than $40K,Blue,35,4,3,2,1842,0,1842,0.726,4165,67,0.634,0
Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,40,4,2,4,2383,1938,445,0.597,1616,37,0.682,0.813
Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,28,3,2,3,3701,969,2732,1.079,3222,86,0.623,0.262
Existing Customer,30,F,2,Graduate,Single,Less than $40K,Blue,18,3,1,4,4199,1903,2296,1.059,3016,67,0.763,0.453
Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,21,4,1,3,4353,1655,2698,0.806,2664,81,0.884,0.38
Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4,4913,2517,2396,0.348,899,28,0.273,0.512
Existing Customer,32,F,0,Graduate,Married,Unknown,Blue,26,3,3,2,2172,1381,791,1.145,2945,69,0.408,0.636
Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,26,4,3,2,2845,2517,328,0.686,2396,51,0.5,0.885
Existing Customer,38,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,2,2206,2018,188,0.648,1739,35,0.667,0.915
Existing Customer,65,M,0,High School,Unknown,Less than $40K,Blue,36,3,3,2,2107,1008,1099,0.953,3913,67,0.523,0.478
Existing Customer,63,F,0,Graduate,Married,Less than $40K,Blue,36,6,3,4,2107,1351,756,0.521,1320,35,0.522,0.641
Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,56,3,2,5,3539,2517,1022,0.346,1463,31,0.632,0.711
Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,31,3,1,3,4940,1199,3741,1.57,3246,57,0.9,0.243
Existing Customer,55,F,1,Graduate,Married,Unknown,Blue,43,5,4,2,3161,1389,1772,0.307,1547,30,0.429,0.439
